签名,渠道,广告账户ID,广告计划ID,抖音号名称（id）,平台素材ID,素材预览,素材名称,日期,素材标签,上传人,投放产品,素材投放产品,代理商,来源,生产属性,市场员,首次消耗时间,已上线投放天数,消耗,成交GMV,成交单量,ROI,CPM（千次曝光成本）,千次有效观看成本,CPA,CTR,CVR,3s播放率,千次曝光成交率,千次观看成交
6a52cc01a5fea4ed51c176c6b4352511,-,-,-,-,-,https://tutor-online.oss-cn-beijing.aliyuncs.com/growth/download-material/6a52cc01a5fea4ed51c176c6b4352511.mp4,20260711-猿辅导高中双科-实拍-千川-专家分享-买物送数-三年-通用-买物送数-求你啊-常文茜-bj郭铭泽-李文静yc-5,-,,,199元高中双科提分课,199元高中双科提分课,自投放,其他,0,wangjiananbj03,2026/7/16,2,0.8,0,0,0,33.33,0,0,0.00%,0.00%,-,0,0
cd0f93c94a05ef603aec1e300c75f71c,-,-,-,-,-,https://tutor-online.oss-cn-beijing.aliyuncs.com/growth/download-material/cd0f93c94a05ef603aec1e300c75f71c.mp4,20260630-猿辅导高中双科-实拍-千川-分数痛点-买数学送物理-一起-张焱-bj冷一丁-裂变-张晓洁yc-1,-,,,199元高中双科提分课,199元高中双科提分课,自投放,其他,0,wangjiananbj03,2026/7/16,2,2.73,0,0,0,85.31,0,0,0.00%,0.00%,-,0,0
ba49c37c59056bb7bcba8bec777a2e9a,-,-,-,-,-,https://tutor-online.oss-cn-beijing.aliyuncs.com/growth/download-material/ba49c37c59056bb7bcba8bec777a2e9a.mp4,0703-199双科-申坤-李博-李天-卞俊洁-A2-B4-无-27,-,,,199元高中双科提分课,199元高中双科提分课,申坤,其他,0,wangjiananbj03,2026/7/5,13,38034.73,14925,75,0.39,173.76,23550.92,507.13,1.11%,3.09%,-,0.34,9241.49
a12b9bdc5e1160743cab5cc222c9c1ab,-,-,-,-,-,https://tutor-online.oss-cn-beijing.aliyuncs.com/growth/download-material/a12b9bdc5e1160743cab5cc222c9c1ab.mp4,一键修复_20260619-猿辅导高中双科-实拍-千川-分数痛点-买数学送物理-能上-张焱-dr小五-裂变-张晓洁yc-4.mp4,-,,,199元高中双科提分课,199元高中双科提分课,荔枝,其他,0,wangjiananbj03,2026/6/19,29,243.4,199,1,0.82,83.76,4196.55,243.4,2.00%,1.72%,-,0.34,3431.03
0f7c09011f8083c73e0c8aff5bed1ec3,-,-,-,-,-,https://tutor-online.oss-cn-beijing.aliyuncs.com/growth/download-material/0f7c09011f8083c73e0c8aff5bed1ec3.mp4,20260527-猿辅导高中双科-实拍-买物理送数学-小贵-618-张焱-bj冷一丁-文涵立ec.mp4,-,,,199元高中双科提分课,199元高中双科提分课,荔枝,其他,0,wangjiananbj03,2026/6/2,46,0.64,0,0,0,160,0,0,0.00%,0.00%,-,0,0
ff68f3e17b76d335ec1cf59e1bb01587,-,-,-,-,-,https://img-pub.oss-cn-beijing-internal.aliyuncs.com/19f5ae6de664881.mp4,20260611-9物-代理-启航-李博-【b1-p6-a1-61】-A5-B5-有-2,-,,,9元高中物理李博,9元高中物理李博,启航,代理商,0,wangruixuebj01,2026/7/15,3,318.53,0,0,0,82.03,4754.18,0,2.03%,0%,-,0,0
f1bed797835e977efdd3fc7caffdf5c6,-,-,-,-,-,https://tutor-online.oss-cn-beijing.aliyuncs.com/growth/download-material/f1bed797835e977efdd3fc7caffdf5c6.mp4,0610-199双科-自产-自产主-李博-视觉锤-子衿-A3-B1-无-3.mp4,-,,,199元高中双科提分课,199元高中双科提分课,荔枝,其他,0,wangjiananbj03,2026/6/19,29,0.01,0,0,0,10,10,0,100.00%,0.00%,-,0,0
c5e19dc6396de69b4cd64ca43fee1c1f,-,-,-,-,-,https://tutor-online.oss-cn-beijing.aliyuncs.com/growth/download-material/c5e19dc6396de69b4cd64ca43fee1c1f.mp4,0714-199双科-申坤-李博-李天-卞俊洁-A1-B4-有-02,-,,,199元高中双科提分课,199元高中双科提分课,申坤,其他,0,wangjiananbj03,2026/7/14,4,112.07,0,0,0,10.07,8005,0,0.20%,0%,-,0,0
4f4268981ade2c413624ee8b3d6bfbed,-,-,-,-,-,https://tutor-online.oss-cn-beijing.aliyuncs.com/growth/download-material/4f4268981ade2c413624ee8b3d6bfbed.mp4,99双科-1-0108-12,-,,,199元高中双科提分课,199元高中双科提分课,自投放,其他,0,wangjiananbj03,2026/7/9,9,355.72,0,0,0,81.55,16169.09,0,1.15%,0%,-,0,0
7c666578ee42ef6123e6d65b046ea032,-,-,-,-,-,https://tutor-online.oss-cn-beijing.aliyuncs.com/growth/download-material/7c666578ee42ef6123e6d65b046ea032.mp4,一键修复_20260713-猿辅导高中双科-实拍-千川-活动-通用-买数送物-批下来了-常文茜-bj庄紫薇--张晓洁yc-3（前贴）.mp4,-,,,199元高中双科提分课,199元高中双科提分课,荔枝,其他,0,wangjiananbj03,2026/7/17,1,1.32,0,0,0,41.25,0,0,0.00%,0.00%,-,0,0
